Senat;Entscheidungsdatum;Einspieldatum;Aktenzeichen;Link_Aktenzeichen;Zusatzinformationen;Unique_nr;Link_Zusatzinformationen
III. Zivilsenat;21.9.2023;8.11.2023;III ZR 139/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135274&pos=1155&anz=1274&Blank=1.pdf;"Zweiterwerb von Fondsanteilen, Pflicht zur Prüfung der Anwendbarkeit von deutschem oder ausländischem Sachrecht
Leitsatzentscheidung";135274;[]
IX. Zivilsenat;21.9.2023;30.1.2024;IX ZB 52/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=136321&pos=1156&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136321;[]
V. Zivilsenat;21.9.2023;7.12.2023;V ZB 17/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135656&pos=1157&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 205/23  vom 7.12.2023";135656;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135673&linked=pm&Blank=1']
V. Zivilsenat;21.9.2023;22.11.2023;V ZB 25/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135487&pos=1158&anz=1274&Blank=1.pdf;;135487;[]
V. Zivilsenat;21.9.2023;20.11.2023;V ZR 241/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135439&pos=1159&anz=1274&Blank=1.pdf;;135439;[]
1. Strafsenat;20.9.2023;15.11.2023;1 StR 164/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135376&pos=1160&anz=1274&Blank=1.pdf;;135376;[]
1. Strafsenat;20.9.2023;15.11.2023;1 StR 164/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135377&pos=1161&anz=1274&Blank=1.pdf;;135377;[]
1. Strafsenat;20.9.2023;8.11.2023;1 StR 181/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135261&pos=1162&anz=1274&Blank=1.pdf;;135261;[]
3. Strafsenat;20.9.2023;8.11.2023;3 StR 302/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135265&pos=1163&anz=1274&Blank=1.pdf;;135265;[]
VIII. Zivilsenat;20.9.2023;28.11.2023;VIII ZR 247/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135550&pos=1164&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135550;[]
VIII. Zivilsenat;20.9.2023;30.10.2023;VIII ZR 432/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135216&pos=1165&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135216;[]
XII. Zivilsenat;20.9.2023;9.11.2023;XII ZB 177/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135309&pos=1166&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135309;[]
1. Strafsenat;19.9.2023;10.11.2023;1 StR 172/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135343&pos=1167&anz=1274&Blank=1.pdf;;135343;[]
1. Strafsenat;19.9.2023;10.11.2023;1 StR 199/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135344&pos=1168&anz=1274&Blank=1.pdf;;135344;[]
1. Strafsenat;19.9.2023;8.11.2023;1 StR 281/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135263&pos=1169&anz=1274&Blank=1.pdf;;135263;[]
3. Strafsenat;19.9.2023;17.11.2023;3 StR 216/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135421&pos=1170&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135421;[]
3. Strafsenat;19.9.2023;17.11.2023;3 StR 216/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135422&pos=1171&anz=1274&Blank=1.pdf;;135422;[]
3. Strafsenat;19.9.2023;11.12.2023;3 StR 229/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135685&pos=1172&anz=1274&Blank=1.pdf;;135685;[]
3. Strafsenat;19.9.2023;31.10.2023;3 StR 238/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135223&pos=1173&anz=1274&Blank=1.pdf;;135223;[]
6. Strafsenat;19.9.2023;28.11.2023;6 StR 398/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135546&pos=1174&anz=1274&Blank=1.pdf;;135546;[]
II. Zivilsenat;19.9.2023;30.10.2023;II ZB 15/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135205&pos=1175&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135205;[]
II. Zivilsenat;19.9.2023;8.11.2023;II ZR 94/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135268&pos=1176&anz=1274&Blank=1.pdf;;135268;[]
VI. Zivilsenat;19.9.2023;9.11.2023;VI ZR 116/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135298&pos=1177&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 75/23  vom 2.5.2023;135298;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=133440&linked=pm&Blank=1']
VIII. Zivilsenat;19.9.2023;7.11.2023;VIII ZB 44/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135259&pos=1178&anz=1274&Blank=1.pdf;;135259;[]
X. Zivilsenat;19.9.2023;6.11.2023;X ZR 103/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135252&pos=1179&anz=1274&Blank=1.pdf;;135252;[]
XI. Zivilsenat;19.9.2023;24.11.2023;XI ZB 16/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135522&pos=1180&anz=1274&Blank=1.pdf;;135522;[]
XI. Zivilsenat;19.9.2023;30.10.2023;XI ZB 19/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135217&pos=1181&anz=1274&Blank=1.pdf;;135217;[]
VIa. Zivilsenat;18.9.2023;27.10.2023;VIa ZR 1724/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135196&pos=1182&anz=1274&Blank=1.pdf;;135196;[]
VIa. Zivilsenat;18.9.2023;26.10.2023;VIa ZR 190/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135175&pos=1183&anz=1274&Blank=1.pdf;;135175;[]
VIa. Zivilsenat;18.9.2023;26.10.2023;VIa ZR 580/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135177&pos=1184&anz=1274&Blank=1.pdf;;135177;[]
VIa. Zivilsenat;18.9.2023;26.10.2023;VIa ZR 580/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135178&pos=1185&anz=1274&Blank=1.pdf;;135178;[]
4. Strafsenat;14.9.2023;16.11.2023;4 StR 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135398&pos=1186&anz=1274&Blank=1.pdf;;135398;[]
IX. Zivilsenat;14.9.2023;16.11.2023;IX ZA 9/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135408&pos=1187&anz=1274&Blank=1.pdf;;135408;[]
IX. Zivilsenat;14.9.2023;30.11.2023;IX ZR 219/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135572&pos=1188&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135572;[]
V. Zivilsenat;14.9.2023;28.11.2023;V ZR 237/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135549&pos=1189&anz=1274&Blank=1.pdf;;135549;[]
2. Strafsenat;13.9.2023;24.11.2023;2 StR 42/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135504&pos=1190&anz=1274&Blank=1.pdf;;135504;[]
4. Strafsenat;13.9.2023;27.10.2023;4 StR 132/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135188&pos=1191&anz=1274&Blank=1.pdf;;135188;[]
4. Strafsenat;13.9.2023;4.12.2023;4 StR 40/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135615&pos=1192&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 198/23  vom 4.12.2023;135615;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135614&linked=pm&Blank=1']
4. Strafsenat;13.9.2023;25.10.2023;4 StR 48/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135157&pos=1193&anz=1274&Blank=1.pdf;;135157;[]
5. Strafsenat;13.9.2023;21.12.2023;5 StR 200/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135798&pos=1194&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135798;[]
5. Strafsenat;13.9.2023;31.10.2023;5 StR 205/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135228&pos=1195&anz=1274&Blank=1.pdf;;135228;[]
VIII. Zivilsenat;13.9.2023;31.10.2023;VIII ZR 109/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135231&pos=1196&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 158/23  vom 14.9.2023";135231;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=134786&linked=pm&Blank=1']
2. Strafsenat;12.9.2023;9.11.2023;2 StR 199/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135288&pos=1197&anz=1274&Blank=1.pdf;;135288;[]
2. Strafsenat;12.9.2023;9.11.2023;2 StR 230/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135289&pos=1198&anz=1274&Blank=1.pdf;;135289;[]
2. Strafsenat;12.9.2023;9.11.2023;2 StR 87/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=39&nr=135286&pos=1199&anz=1274&Blank=1.pdf;;135286;[]
3. Strafsenat;12.9.2023;20.11.2023;3 StR 306/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135434&pos=1200&anz=1274&Blank=1.pdf;"siehe auch: Pressemitteilung Nr. 156/23  vom 12.9.2023,
     Pressemitteilung Nr. 113/23  vom 12.7.2023";135434;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=134762&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=134069&linked=pm&Blank=1']
4. Strafsenat;12.9.2023;25.10.2023;4 StR 119/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135158&pos=1201&anz=1274&Blank=1.pdf;;135158;[]
4. Strafsenat;12.9.2023;31.10.2023;4 StR 175/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135225&pos=1202&anz=1274&Blank=1.pdf;;135225;[]
Kartellsenat;12.9.2023;9.11.2023;EnVZ 56/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135311&pos=1203&anz=1274&Blank=1.pdf;;135311;[]
II. Zivilsenat;12.9.2023;27.10.2023;II ZB 6/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135193&pos=1204&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135193;[]
Kartellsenat;12.9.2023;14.11.2023;KVZ 64/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135368&pos=1205&anz=1274&Blank=1.pdf;;135368;[]
Kartellsenat;12.9.2023;14.11.2023;KVZ 73/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135369&pos=1206&anz=1274&Blank=1.pdf;;135369;[]
Kartellsenat;12.9.2023;9.11.2023;KZR 39/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135296&pos=1207&anz=1274&Blank=1.pdf;;135296;[]
VI. Zivilsenat;12.9.2023;26.10.2023;VI ZB 72/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135173&pos=1208&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135173;[]
VI. Zivilsenat;12.9.2023;26.10.2023;VI ZR 371/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135174&pos=1209&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135174;[]
VIII. Zivilsenat;12.9.2023;16.11.2023;VIII ZR 171/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135420&pos=1210&anz=1274&Blank=1.pdf;Berichtigungsbeschluss;135420;[]
X. Zivilsenat;12.9.2023;14.11.2023;X ZR 65/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135372&pos=1211&anz=1274&Blank=1.pdf;;135372;[]
XIII. Zivilsenat;12.9.2023;3.11.2023;XIII ZB 22/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135246&pos=1212&anz=1274&Blank=1.pdf;;135246;[]
XIII. Zivilsenat;12.9.2023;7.11.2023;XIII ZB 32/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135260&pos=1213&anz=1274&Blank=1.pdf;;135260;[]
XIII. Zivilsenat;12.9.2023;8.11.2023;XIII ZB 43/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135279&pos=1214&anz=1274&Blank=1.pdf;;135279;[]
XIII. Zivilsenat;12.9.2023;9.11.2023;XIII ZB 49/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135310&pos=1215&anz=1274&Blank=1.pdf;;135310;[]
XIII. Zivilsenat;12.9.2023;8.11.2023;XIII ZB 77/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135282&pos=1216&anz=1274&Blank=1.pdf;;135282;[]
VIa. Zivilsenat;11.9.2023;25.10.2023;VIa ZR 1470/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135165&pos=1217&anz=1274&Blank=1.pdf;;135165;[]
VIa. Zivilsenat;11.9.2023;1.12.2023;VIa ZR 1533/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135589&pos=1218&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135589;[]
VIa. Zivilsenat;11.9.2023;13.11.2023;VIa ZR 385/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135359&pos=1219&anz=1274&Blank=1.pdf;;135359;[]
6. Strafsenat;7.9.2023;7.2.2024;6 StR 257/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=136336&pos=1220&anz=1274&Blank=1.pdf;;136336;[]
X. Zivilsenat;7.9.2023;7.12.2023;X ZR 82/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135670&pos=1221&anz=1274&Blank=1.pdf;;135670;[]
1. Strafsenat;6.9.2023;26.10.2023;1 StR 301/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135170&pos=1222&anz=1274&Blank=1.pdf;;135170;[]
1. Strafsenat;6.9.2023;22.11.2023;1 StR 57/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135478&pos=1223&anz=1274&Blank=1.pdf;;135478;[]
1. Strafsenat;5.9.2023;29.11.2023;1 StR 195/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135554&pos=1224&anz=1274&Blank=1.pdf;;135554;[]
1. Strafsenat;5.9.2023;22.11.2023;1 StR 207/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135480&pos=1225&anz=1274&Blank=1.pdf;;135480;[]
3. Strafsenat;5.9.2023;10.11.2023;3 StR 217/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135345&pos=1226&anz=1274&Blank=1.pdf;;135345;[]
6. Strafsenat;5.9.2023;6.2.2024;6 StR 380/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=136313&pos=1227&anz=1274&Blank=1.pdf;;136313;[]
I. Zivilsenat;31.8.2023;7.11.2023;I ZR 11/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135255&pos=1228&anz=1274&Blank=1.pdf;;135255;[]
III. Zivilsenat;31.8.2023;8.11.2023;III ZA 12/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=40&nr=135270&pos=1229&anz=1274&Blank=1.pdf;;135270;[]
V. Zivilsenat;30.8.2023;18.12.2023;V ZB 22/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135761&pos=1230&anz=1274&Blank=1.pdf;;135761;[]
1. Strafsenat;29.8.2023;22.11.2023;1 StR 178/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135479&pos=1231&anz=1274&Blank=1.pdf;;135479;[]
1. Strafsenat;29.8.2023;8.11.2023;1 StR 211/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135262&pos=1232&anz=1274&Blank=1.pdf;;135262;[]
VIII. Zivilsenat;29.8.2023;30.10.2023;VIII ZB 18/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135214&pos=1233&anz=1274&Blank=1.pdf;;135214;[]
VIII. Zivilsenat;29.8.2023;7.11.2023;VIII ZB 19/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135258&pos=1234&anz=1274&Blank=1.pdf;;135258;[]
1. Strafsenat;28.8.2023;29.11.2023;1 StR 261/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135556&pos=1235&anz=1274&Blank=1.pdf;;135556;[]
IX. Zivilsenat;24.8.2023;30.10.2023;IX ZB 5/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135208&pos=1236&anz=1274&Blank=1.pdf;;135208;[]
IX. Zivilsenat;24.8.2023;9.11.2023;IX ZB 6/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135295&pos=1237&anz=1274&Blank=1.pdf;;135295;[]
XII. Zivilsenat;23.8.2023;25.10.2023;XII ZB 202/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135168&pos=1238&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135168;[]
6. Strafsenat;22.8.2023;7.2.2024;6 StR 359/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=136337&pos=1239&anz=1274&Blank=1.pdf;;136337;[]
2. Strafsenat;16.8.2023;9.11.2023;2 StR 146/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135287&pos=1240&anz=1274&Blank=1.pdf;;135287;[]
2. Strafsenat;16.8.2023;31.10.2023;2 StR 308/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135221&pos=1241&anz=1274&Blank=1.pdf;;135221;[]
2. Strafsenat;16.8.2023;31.10.2023;2 StR 308/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135222&pos=1242&anz=1274&Blank=1.pdf;;135222;[]
4. Strafsenat;16.8.2023;3.1.2024;4 StR 215/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135893&pos=1243&anz=1274&Blank=1.pdf;;135893;[]
4. Strafsenat;16.8.2023;24.11.2023;4 StR 423/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135509&pos=1244&anz=1274&Blank=1.pdf;;135509;[]
5. Strafsenat;16.8.2023;26.10.2023;5 StR 434/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135171&pos=1245&anz=1274&Blank=1.pdf;;135171;[]
4. Strafsenat;15.8.2023;6.2.2024;4 StR 227/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=136309&pos=1246&anz=1274&Blank=1.pdf;;136309;[]
3. Strafsenat;10.8.2023;1.12.2023;3 StR 36/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135582&pos=1247&anz=1274&Blank=1.pdf;;135582;[]
III. Zivilsenat;10.8.2023;8.11.2023;III ZR 30/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135272&pos=1248&anz=1274&Blank=1.pdf;;135272;[]
1. Strafsenat;9.8.2023;29.11.2023;1 StR 492/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135561&pos=1249&anz=1274&Blank=1.pdf;;135561;[]
6. Strafsenat;9.8.2023;6.2.2024;6 StR 210/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=136312&pos=1250&anz=1274&Blank=1.pdf;;136312;[]
VIII. Zivilsenat;8.8.2023;4.1.2024;VIII ZR 233/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135936&pos=1251&anz=1274&Blank=1.pdf;;135936;[]
5. Strafsenat;2.8.2023;13.11.2023;5 StR 80/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135355&pos=1252&anz=1274&Blank=1.pdf;;135355;[]
XII. Zivilsenat;2.8.2023;27.10.2023;XII ZB 75/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135199&pos=1253&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135199;[]
4. Strafsenat;1.8.2023;19.12.2023;4 StR 88/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135770&pos=1254&anz=1274&Blank=1.pdf;;135770;[]
VIa. Zivilsenat;31.7.2023;2.1.2024;VIa ZR 532/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135881&pos=1255&anz=1274&Blank=1.pdf;;135881;[]
X. Zivilsenat;20.7.2023;23.11.2023;X ZR 4/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135502&pos=1256&anz=1274&Blank=1.pdf;;135502;[]
2. Strafsenat;18.7.2023;15.11.2023;2 StR 423/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135378&pos=1257&anz=1274&Blank=1.pdf;;135378;[]
I. Zivilsenat;13.7.2023;16.11.2023;I ZR 60/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135405&pos=1258&anz=1274&Blank=1.pdf;"Eigenlaborgewinn
Leitsatzentscheidung";135405;[]
2. Strafsenat;4.7.2023;16.11.2023;2 StR 178/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=41&nr=135395&pos=1259&anz=1274&Blank=1.pdf;;135395;[]
Kartellsenat;27.6.2023;22.11.2023;KVZ 33/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=42&nr=135486&pos=1260&anz=1274&Blank=1.pdf;;135486;[]
Großer Senat für Strafsachen;23.5.2023;29.11.2023;GSSt 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=42&nr=135565&pos=1261&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135565;[]
